,Title,Channel,url,video_list,Training
0,"Rechtsextremismus, Managerlöhne, Wahlwochenende | Meyer:Wermuth",SP Schweiz,https://www.youtube.com/watch?v=Rqc4N84Hb1M,Left,True
1,Klimaseniorin Elisabeth Joris: Vom Gemeinschaftsraum nach Strassburg | Meyer:Wermuth,SP Schweiz,https://www.youtube.com/watch?v=ttMms0xNlUU,Left,True
2,Prämieninitiative: Ruth Dreifuss im Gespräch | Meyer:Wermuth,SP Schweiz,https://www.youtube.com/watch?v=qlpauE4ANqs,Left,True
3,"Klimaseniorinnen, Vetternwirtschaft in Genf, Delegierte*r Wohnen in Zürich, Wolfgang Schäuble",Nebelspalter,https://www.youtube.com/watch?v=BTHgGr1Z2m8,Left,True
4,"Krawalle, Familiennachzug, fliegende Bundesräte, sexistische Personalpolitik, noble Ratspräsidien",Nebelspalter,https://www.youtube.com/watch?v=KQeaIaoMh9Y,Left,True
5,Klimaschutz zu ENDE gedacht - BUCHBESPRECHUNG Ulrike Herrmann (Teil 1) | #112. Energie und Klima,Grenzen des Wissens,https://www.youtube.com/watch?v=n8IoYvldfT0,Left,True
6,Das Kapital #1: Der Produktionsprozess des Kapitals (Karl Marx) – Kurzfassung,Literarische Aktion,https://www.youtube.com/watch?v=PcfIUrM8YzY,Left,True
7,What's Up With Capitalism? A Marxist Perspective,Jimi Sol,https://www.youtube.com/watch?v=b2h7NWpyfkE,Left,True
8,Soviet Propaganda: The Millionaire,Dobbiecast History,https://www.youtube.com/watch?v=nWVJHgpnbo0,Left,True
9,The Only Leftist Reading List You'll Ever Need (lol),Hakim,https://www.youtube.com/watch?v=QdwD7zwEpZw,Left,True
10,SOCIALISM: An In-Depth Explanation,Ryan Chapman,https://www.youtube.com/watch?v=lrBRV3WK2x4,Left,True
11,Yanis Varoufakis | The reason I'm a socialist,Eye Of The Storm Podcast,https://www.youtube.com/watch?v=FIXDDTybZe8,Left,True
12,Announcement from Senator Bernie Sanders,Bernie Sanders,https://www.youtube.com/watch?v=iRMICNBXp2Q,Left,True
13,It's time to hold the fossil fuel industry accountable.,Bernie Sanders,https://www.youtube.com/watch?v=ifxBt2Tnh5E,Left,True
14,Marx Part 2: Capitalism's Consequences | Philosophy Tube,Philosophy Tube,https://www.youtube.com/watch?v=yynYFEp8H6w,Left,True
15,Gabor Maté and Yanis Varoufakis | HOW TO HEAL FROM THIS TOXIC CULTURE | Podcast 4,Eye Of The Storm Podcast,https://www.youtube.com/watch?v=SU1ZarHa7O0,Left,True
16,Robert Greene: A Process for Finding & Achieving Your Unique Purpose,Andrew Huberman,https://www.youtube.com/watch?v=50BZQRT1dAg,Left,False
17,"Think Fast, Talk Smart: Communication Techniques",Stanford Graduate School of Business,https://www.youtube.com/watch?v=HAnw168huqA,Left,False
18,SpaceX & NASA Launch U.S. Astronauts To Space | TIME,TIME,https://www.youtube.com/watch?v=9NsbsLV6hX4,Left,False
19,Das Geheimnis von Santorini | Doku HD | ARTE,ARTEde,https://www.youtube.com/watch?v=MCXW5kScJFg,Left,False
20,Großbaustelle MINIATUR WUNDERLAND - Neue Modellbauwelten entstehen | HD Doku,WELT,https://www.youtube.com/watch?v=5EeI6pW0ua0,Left,False
21,Deutschlands Mega Häfen | Hinter den Kulissen von 5 Riesenhäfen | Spark Deutschland,Spark Germany,https://www.youtube.com/watch?v=UElO619udJE,Left,False
22,LIEBHERR MOBILKRAN LTM 1750 - So entsteht das Deutsche Stahlmonster auf Rädern | WELT HD Doku,WELT Doku,https://www.youtube.com/watch?v=ET8b-bI7sZg,Left,False
23,Amazing and shocking mass production technology. Japan's mass production process and craftsmen BEST5,Process X,https://www.youtube.com/watch?v=4J5fEZGARxg,Left,False
24,Top 8 Most viewed Japanese manufacturing process in 2023. Japanese mass production and craftsmen.,Process X,https://www.youtube.com/watch?v=DQZtv2-TWhQ,Left,False
25,Amazing Japanese bakery in the mountains! Bread of life living with nature!,FOOD☆STAR,https://www.youtube.com/watch?v=cOK3nS4t7_Y,Left,False
26,"A Japanese Bakery that Starts at 2:00 a.m.！Amazing Couple of Bakers, The Best 4",Bread Story パンものがたり,https://www.youtube.com/watch?v=Tpb-8AcvWZg,Left,False
27,Monkey Bread made by Japanese Baker! A Day in the life of a local Japanese Bakery,Bread Story パンものがたり,https://www.youtube.com/watch?v=Ua0SH1mOsyg,Left,False
28,The Egg Dish Pro with Amazing Wok Skills! The Busy Local Chinese Restaurant's Best Dishes,Japanese Noodles Udon Soba Kyoto Hyogo,https://www.youtube.com/watch?v=ba4XGN06rY0,Left,False
29,"Popular Japanese “Yatai Restaurant”, a traditional Street Food stall vendors in Fukuoka! Yatai Keiji",FOOD TOURISM JAPAN,https://www.youtube.com/watch?v=huXBAaOtegI,Left,False
30,A ramen stand in Fukuoka Hakata run by a husband and wife team! 4 Japanese ramen stalls,Japanese Noodles Udon Soba Fukuoka,https://www.youtube.com/watch?v=nSGtu3aRhTs,Left,False
31,The young chef who runs a late-night restaurant is harder than anyone else.,Japanese Noodles Udon Soba Fukuoka,https://www.youtube.com/watch?v=41raw_XIgj8,Left,False
32,A long queue!! The famous pork cutlet rice bowl in this popular udon restaurant!!,Japanese Noodles Udon Soba Hiroshima Okayama,https://www.youtube.com/watch?v=QsLTxrK8NMA,Left,False
33,Amazing Wok Skills in the Kitchen! Fried Rice by the Pro Chefs! Awesome Chinese Restaurant in Japan,Japanese Noodles Udon Soba Hiroshima Okayama,https://www.youtube.com/watch?v=Ll644W71QVw,Left,False
34,Amazing！Popular Street Food Collection in Kaohsiung - Taiwanese Street Food /令人著迷！精彩的高雄街頭美食特輯！台灣街頭美食,Terry Films,https://www.youtube.com/watch?v=ATwa9dc9bcI,Left,False
35,BEAUTIFUL PLANET | The most beautiful places on Earth,Lifeder En,https://www.youtube.com/watch?v=ExJf59ankJo,Left,False
36,UNREAL PLACES - The Most Unbelievable Wonders of Planet Earth,Travpedia,https://www.youtube.com/watch?v=gJntKcGKsB4,Left,False
37,50 Best Places to Visit in the USA - Travel Video,touropia,https://www.youtube.com/watch?v=AneAgyUxBsg,Left,False
38,50 Best Places to Visit in Europe - Travel Guide,touropia,https://www.youtube.com/watch?v=O4PmcP9ecE4,Left,False
39,Leonardo Da Vinci - The Renaissance Man Documentary,The People Profiles,https://www.youtube.com/watch?v=ROTsA2-2b7Q,Left,False
40,Decoding da Vinci | Full Documentary | NOVA | PBS,NOVA PBS Official,https://www.youtube.com/watch?v=NGsUFvwgvCo,Left,False
41,"Waldemar Explores Pissarro, Monet, Renoir and Bazille | The Impressionists Full Series | Perspective",Perspective,https://www.youtube.com/watch?v=3_fOM3Fy37w,Left,False
42,Egypt's Lost Wonders (Full Episode) | Drain the Oceans,National Geographic,https://www.youtube.com/watch?v=BoBapnk6TB8,Left,False
43,The Wonder of America's National Parks | MEGA EPISODE Season 1 Full Episode,National Geographic,https://www.youtube.com/watch?v=r10g5gERB04,Left,False
44,The Mystery Of The Lost Ark Of The Covenant | The Exodus | Parable,Parable - Religious History Documentaries,https://www.youtube.com/watch?v=qeYCh2yxiq0,Left,False
45,"From Jesus to Christ: The First Christians, Part One (full documentary) | FRONTLINE",FRONTLINE PBS | Official,https://www.youtube.com/watch?v=JN8FM1NCOSk,Left,False
