,Title,Channel,url,video_list,Training
0,How to Make Perfect Pizza | Gennaro Contaldo,Jamie Oliver,https://www.youtube.com/watch?v=1-SJGQ2HLp8,Pizza,True
1,How to Make NEAPOLITAN PIZZA DOUGH like a World Best Pizza Chef,Vincenzo's Plate,https://www.youtube.com/watch?v=8Q_9h6VKm9c,Pizza,True
2,The Best Homemade Pizza You'll Ever Eat,Tasty,https://www.youtube.com/watch?v=sv3TXMSv6Lw,Pizza,True
3,Pizza Dough Recipe,Preppy Kitchen,https://www.youtube.com/watch?v=Eim2GpHNQDg,Pizza,True
4,The Best Pizza In Naples | Best Of The Best,Insider Food,https://www.youtube.com/watch?v=7toSikYGFNM,Pizza,True
5,Perfect Pizza at Home,Nino's Home,https://www.youtube.com/watch?v=PCAwJs51D0k,Pizza,True
6,HOW TO MAKE NEXT LEVEL PIZZA DOUGH | DOUBLE FERMENTED + POOLISH,Vito Iacopelli,https://www.youtube.com/watch?v=u7Hd6ZzKgBM,Pizza,True
7,Best Homemade Pizza Dough Recipe | How To Make Pizza Crust,Natashas Kitchen,https://www.youtube.com/watch?v=WM1XcYXix0Y,Pizza,True
8,Making Dominos Pizza At Home (2 Ways) | But Better,Joshua Weissman,https://www.youtube.com/watch?v=GMYwTEek9mg,Pizza,True
9,Learn How to Make the Best Homemade Pizza with Gennaro Contaldo | Citalia,Citalia,https://www.youtube.com/watch?v=n-VRntrbypI,Pizza,True
10,Learn How To Make Fresh Tagliatelle Pasta With Gennaro Contaldo | Citalia,Citalia,https://www.youtube.com/watch?v=XQulyZHJ8yY,Pizza,False
11,Learn How to Tie Up a Porchetta with Gennaro Contaldo | Citalia,Citalia,https://www.youtube.com/watch?v=gZkLKVYG3WY,Pizza,False
12,How Italy's Best Porchetta is Made,LuckyPeachTV,https://www.youtube.com/watch?v=o5qJ3MAPxS8,Pizza,False
13,How Pancetta (Italian-style bacon) is Made in Italy | Flat and Rolled | Claudia Romeo,Claudia Romeo,https://www.youtube.com/watch?v=F0FBwO0SKGc,Pizza,False
14,How Traditional Mozzarella Cheese is Made in Italy | Claudia Romeo,Claudia Romeo,https://www.youtube.com/watch?v=LZ0pF8J0qII,Pizza,False
15,Homemade mozzarella made from 2 ingredients in 30 minutes! Cheese stretches! Cheese from milk at ho,Einfaches Rezept,https://www.youtube.com/watch?v=6RM9k6xfRhk,Pizza,False
16,Don't buy cheese! 1 kg of cheese from 1 liter of milk,Einfaches Rezept,https://www.youtube.com/watch?v=wSfFnDqYCko,Pizza,False
17,HOME MADE CHEESE. only 2 ingredients. quick and easy recipes. homemade cheese,FAST and EASY recipes,https://www.youtube.com/watch?v=Tm_GH6dRUAQ,Pizza,False
18,HOME MADE CHEESE. only 3 ingredients. quick and easy recipes. homemade cheese,FAST and EASY recipes,https://www.youtube.com/watch?v=wE9bWY0oM7Y,Pizza,False
19,HOME MADE CHEESE. only 3 ingredients. quick and easy recipes. homemade cheese,FAST and EASY recipes,https://www.youtube.com/watch?v=jDTWIJQLn7I,Pizza,False
20,Recept za sir kod kuće. Samo stavite limun u mlijeko. Domaći sir! #421,Moj Kutak,https://www.youtube.com/watch?v=0lQYEKlIwQc,Pizza,False
21,Pour an egg into boiling milk! The easiest way to make cheese at home!,Moj Kutak,https://www.youtube.com/watch?v=03XC_fLNHWg,Pizza,False
22,"Najlakši recept za sir bez sirila, pravljenje kod kuće! BEZ limuna i sirćeta! #4k",Moj Kutak,https://www.youtube.com/watch?v=hD4uUCIThic,Pizza,False
23,"Samo 3 sastojka! Najljepši sir za 10 minuta. Recept za sir kod kuće, bez sirila!!! #4k",Moj Kutak,https://www.youtube.com/watch?v=nwS4Oksgh-U,Pizza,False
24,Dajte medalju onome tko je izmislio ovaj recept! Turski hljeb Ekmek! #4k,Moj Kutak,https://www.youtube.com/watch?v=OAkOURWEE_4,Pizza,False
25,100 years of famous Turkish bread! Bread without kneading in 5 minutes!,Enfes Yemek Tarifleri,https://www.youtube.com/watch?v=XOjntbyDrXU,Pizza,False
26,Just pour flour into boiling water!! I no longer shop in stores! easy and delicious,Enfes Yemek Tarifleri,https://www.youtube.com/watch?v=LIXHxr7XO7E,Pizza,False
27,Cut the eggplants in this way and throw them into the boiling water. the result is surprising.,tastes from the village,https://www.youtube.com/watch?v=z5dKRF2bCJY,Pizza,False
28,Nobody knows this recipe. I have never eaten more delicious eggplant. Everyone will want the recipe.,tastes from the village,https://www.youtube.com/watch?v=XMkE7VmP3RU,Pizza,False
29,"Crispy potato sticks. Once you have 3 potatoes, prepare this potato dish. ASMR",PRATİK YEMEK TARİFLERİ,https://www.youtube.com/watch?v=z4jvGcHoUes,Pizza,False
30,Just potatoes and all the neighbors will ask for the recipe! They are so delicious!ASMR prescription,PRATİK YEMEK TARİFLERİ,https://www.youtube.com/watch?v=lP87ZCPaaMA,Pizza,False
31,Super Crispy Fried Potato Flowers!! Fall in Love With Garlic Cheese Sauce!! Flourless!,쿠킹하루 Cooking Haru :),https://www.youtube.com/watch?v=JryUUsaLYNI,Pizza,False
32,Layers of Super Crispy Sausage Potato Balls!! Amazingly Delicious,쿠킹하루 Cooking Haru :),https://www.youtube.com/watch?v=w8mmWfdd2B4,Pizza,False
33,Perfect Dinner! Beautiful Cheese Potato Flower!! New Way to Eat Potato!,쿠킹하루 Cooking Haru :),https://www.youtube.com/watch?v=0eHz0zuLHfQ,Pizza,False
34,200만명이 좋아하는 감자뇨끼❤️ 밀가루없이 감자뇨끼 만들어 오늘 홈파티 콜?🔥 #감자뇨끼 #브런치 #감자요리 #홈파티음식,까망 레시피 kkamang,https://www.youtube.com/watch?v=lJZK6XW0cnw,Pizza,False
