,Title,Channel,url,lle1207927
video_list,Training
0,Ampel-Propaganda funktioniert nicht,Die Welt Klar Sehen!,https://www.youtube.com/watch?v=ngi53tvX9qI,AFD1,True
1,erschreckend: unzuverlässige Pandemie-Daten,Die Welt Klar Sehen!,https://www.youtube.com/watch?v=pdCvbp4baQY,AFD1,True
2,Alice Weidel zur Generaldebatte zum Bundeshaushalt 2024 am 31.01.24,phoenix,https://www.youtube.com/watch?v=hhUCIuC5PBc,AFD1,True
3,💥GRÜNE ERNÄHRUNGSKONTROLLE💥,Blitzmeldung,https://www.youtube.com/watch?v=1NJ3uviaZkc,AFD1,True
4,💥AfD POLITIKER SCHWER VERLETZT💥,Blitzmeldung,https://www.youtube.com/watch?v=d7FPTfAKgSk,AFD1,True
5,💥GRÜNER Bürgermeister geschlagen: KEINER berichtet wegen Täter HERKUNFT,Oli,https://www.youtube.com/watch?v=3G3Cg7RfFlY,AFD1,True
6,Sh*tstorm…Ganz Twitter Kocht Vor Wut!,Durchblick,https://www.youtube.com/watch?v=StdTMORlQBc,AFD1,True
7,Eilmeldung Eurowahl: AfD Stimmen explodieren und Grüne brechen komplett ein!,Durchblick,https://www.youtube.com/watch?v=tdv3PLDFNoQ,AFD1,True
8,Köstlich😂…Cannabis Verbot Offiziell!,Durchblick,https://www.youtube.com/watch?v=0od7fM2a4m4,AFD1,True
9,Endlich!!! Schweizer Journalist erteilt frechen SPD Politiker eine LEKTION💥,kritisch analysiert,https://www.youtube.com/watch?v=yTEy5Z03ups,AFD1,True
10,Köstlich!!! Altkanzler demütigt öffentlich den CALLCENTER BOY💥,kritisch analysiert,https://www.youtube.com/watch?v=4nehXD7_p4s,AFD1,True
11,🚨 Ralf Stegner (SPD) wird im Schweizer Fernsehen von Oskar Freysinger vorgeführt! 🚨,Politik Joker,https://www.youtube.com/watch?v=ab1qhXbFUvA,AFD1,True
12,Moderatorin ZERBRICHT💥Die Falle geht NACH HINTEN LOS!,Hingeschaut!,https://www.youtube.com/watch?v=NA3mIqKlEKM,AFD1,True
13,Grüne Gender-Fanatiker in Weißglut | Dr. Christian Blex AfD,Dr. Christian Blex,https://www.youtube.com/watch?v=BSc3AnwIE14,AFD1,True
14,💥UNFASSBAR: Journalist ZERLEGT HABECK LIVE IM ÖRR!!💥,Durchleuchtet!,https://www.youtube.com/watch?v=cb9r6BL4jr8,AFD1,True
15,"Retourkutsche für die Grünen, herrlich ❤️",Landwirtschaft erLEEben mit Anthony Lee,https://www.youtube.com/watch?v=sloUMo288YI,AFD1,True
16,Heftig: Mädchen (19) im Knast wegen «Hassrede»!,COMPACTTV,https://www.youtube.com/watch?v=j4DT4tAVEEw,AFD1,True
17,Podcast: Welche Jobs sind in Gefahr? Arbeitsmarkt im Umbruch | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=bxVPEI4Pumk,AFD1,False
18,Podcast: Setzt Indien zum Sprung zur neuen Supermacht an? I Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=S06FDwVog3M,AFD1,False
19,Podcast: Wie aktuell ist es noch in politisch links und rechts einzuteilen? I Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=TfHrLk64qzE,AFD1,False
20,Podcast: Lanz und Precht über (Un-)Zufriedenheit im Alter | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=0ic9rVg3YYY,AFD1,False
21,Podcast: Verlieren wir unsere Kinder durchs Smartphone? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=PLPgVfRChQY,AFD1,False
22,"Podcast: ""Warum scheitern Nationen?"" | Lanz & Precht",ZDFheute Nachrichten,https://www.youtube.com/watch?v=N341Q5yYBdw,AFD1,False
23,Podcast: 160 Jahre SPD – eine stolze Parteigeschichte? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=6_ly7u1443k,AFD1,False
24,Podcast: Wie unsere Sprache entstanden ist | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=2oUHYpypls0,AFD1,False
25,Künstliche Intelligenz: Macht der Mensch sich überflüssig? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=QUQWPfLbnzg,AFD1,False
26,"Podcast: ""In Deutschland tobt der Heizkrieg"" – oder geht es um einen Kulturkampf? | Lanz & Precht",ZDFheute Nachrichten,https://www.youtube.com/watch?v=YbUSzzHGCPY,AFD1,False
27,Podcast: Warum ist unsere Gesellschaft ständig gereizt? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=dyDtAX0qD3Q,AFD1,False
28,Podcast: War der AfD-Erfolg in Sonneberg erst der Anfang? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=CPZ5p2yobxY,AFD1,False
29,Podcast: Lässt sich der AfD-Erfolg anhand des Parteiprogramms erklären? | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=QPLP_YKSOl8,AFD1,False
30,Podcast: Lanz und Precht diskutieren über Geld | Lanz & Precht,ZDFheute Nachrichten,https://www.youtube.com/watch?v=WoBLoyTI1mg,AFD1,False
