,Title,Channel,url,video_list,Training
0,"Rechtsextremismus, Managerlöhne, Wahlwochenende | Meyer:Wermuth",SP Schweiz,https://www.youtube.com/watch?v=Rqc4N84Hb1M,Left,True
1,Klimaseniorin Elisabeth Joris: Vom Gemeinschaftsraum nach Strassburg | Meyer:Wermuth,SP Schweiz,https://www.youtube.com/watch?v=ttMms0xNlUU,Left,True
2,Prämieninitiative: Ruth Dreifuss im Gespräch | Meyer:Wermuth,SP Schweiz,https://www.youtube.com/watch?v=qlpauE4ANqs,Left,True
3,"Klimaseniorinnen, Vetternwirtschaft in Genf, Delegierte*r Wohnen in Zürich, Wolfgang Schäuble",Nebelspalter,https://www.youtube.com/watch?v=BTHgGr1Z2m8,Left,True
4,"Krawalle, Familiennachzug, fliegende Bundesräte, sexistische Personalpolitik, noble Ratspräsidien",Nebelspalter,https://www.youtube.com/watch?v=KQeaIaoMh9Y,Left,True
5,Klimaschutz zu ENDE gedacht - BUCHBESPRECHUNG Ulrike Herrmann (Teil 1) | #112. Energie und Klima,Grenzen des Wissens,https://www.youtube.com/watch?v=n8IoYvldfT0,Left,True
6,Das Kapital #1: Der Produktionsprozess des Kapitals (Karl Marx) – Kurzfassung,Literarische Aktion,https://www.youtube.com/watch?v=PcfIUrM8YzY,Left,True
7,What's Up With Capitalism? A Marxist Perspective,Jimi Sol,https://www.youtube.com/watch?v=b2h7NWpyfkE,Left,True
8,Soviet Propaganda: The Millionaire,Dobbiecast History,https://www.youtube.com/watch?v=nWVJHgpnbo0,Left,True
9,The Only Leftist Reading List You'll Ever Need (lol),Hakim,https://www.youtube.com/watch?v=QdwD7zwEpZw,Left,True
10,SOCIALISM: An In-Depth Explanation,Ryan Chapman,https://www.youtube.com/watch?v=lrBRV3WK2x4,Left,True
11,Yanis Varoufakis | The reason I'm a socialist,Eye Of The Storm Podcast,https://www.youtube.com/watch?v=FIXDDTybZe8,Left,True
12,Announcement from Senator Bernie Sanders,Bernie Sanders,https://www.youtube.com/watch?v=iRMICNBXp2Q,Left,True
13,It's time to hold the fossil fuel industry accountable.,Bernie Sanders,https://www.youtube.com/watch?v=ifxBt2Tnh5E,Left,True
14,Marx Part 2: Capitalism's Consequences | Philosophy Tube,Philosophy Tube,https://www.youtube.com/watch?v=yynYFEp8H6w,Left,True
15,Gabor Maté and Yanis Varoufakis | HOW TO HEAL FROM THIS TOXIC CULTURE | Podcast 4,Eye Of The Storm Podcast,https://www.youtube.com/watch?v=SU1ZarHa7O0,Left,True
16,How the US Is Destroying Young People’s Future | Scott Galloway | TED,TED,https://www.youtube.com/watch?v=qEJ4hkpQW8E,Left,False
17,Why US Politics Is Broken — and How To Fix It | Andrew Yang | TED,TED,https://www.youtube.com/watch?v=1Ws3w_ZOmhI,Left,False
18,One of the Greatest Speeches Ever | Steve Jobs,Motivation Ark,https://www.youtube.com/watch?v=Tuw8hxrFBH8,Left,False
19,One of The Most Eye Opening Speeches Ever | Tony Robbins,Motivation Ark,https://www.youtube.com/watch?v=0b2MtFQk_aU,Left,False
20,IT'S HARD.,BulkMotivation,https://www.youtube.com/watch?v=CH925SL0ugY,Left,False
21,STRENGTH..,BulkMotivation,https://www.youtube.com/watch?v=3EpOcWsL15U,Left,False
22,CONQUER.,BulkMotivation,https://www.youtube.com/watch?v=zd77fMToir8,Left,False
23,OVERCOME.,BulkMotivation,https://www.youtube.com/watch?v=B69rx23ya6A,Left,False
24,YOU MAKE EXCUSES - Best motivation video Devid goggins,BulkMotivation,https://www.youtube.com/watch?v=Zxhht_Ol-_o,Left,False
25,Just Do It.,Mindset Refinement,https://www.youtube.com/watch?v=jn0QmJ7EHEk,Left,False
26,No One Is Coming To Save You,Mindset Refinement,https://www.youtube.com/watch?v=dkkR-jB-F0k,Left,False
27,DO IT ALONE | GRIND ALONE,The 1% Mindset,https://www.youtube.com/watch?v=cVpJSkLG_tA,Left,False
28,You against you.,Mindset Momentum,https://www.youtube.com/watch?v=8kwfLvlGNxs,Left,False
29,Get to work!,Mindset Momentum,https://www.youtube.com/watch?v=Ba3Kzck6iFE,Left,False
30,BE THAT GUY - Best Hopecore Motivational Compilation,MotivationHub,https://www.youtube.com/watch?v=r2AMa6K6R5w,Left,False
31,To grow you must suffer. - Best Motivational Speeches,MotivationHub,https://www.youtube.com/watch?v=Pwc_gqAdzs0,Left,False
32,DON'T GIVE UP - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=nKpxRwCGBGU,Left,False
33,BELIEVE YOU CAN DO THIS - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=AnoUBi9qZE8,Left,False
34,CONTROL YOURSELF - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=JYTSd0V0xbY,Left,False
35,BECOME DISCIPLINED - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=lYiusKSwPLo,Left,False
36,CHANGE YOUR LIFE - 2024 New Year Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=Ti2lTjx8Pn4,Left,False
37,IT'S TIME TO FOCUS - 2024 New Year Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=q4_-dEAEjCs,Left,False
38,FOCUS ON YOU - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=M8HhyPrqAEY,Left,False
39,GRIND EVERY DAY - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=s0Nt1qeq8ko,Left,False
40,CONTROL YOUR LIFE - Best Motivational Video,Ben Lionel Scott,https://www.youtube.com/watch?v=Snt3l8WEOjg,Left,False
41,BE OBSESSED WITH WINNING - Motivational Video,Ben Lionel Scott,https://www.youtube.com/watch?v=q_J6b-phrcU,Left,False
42,YOU MUST STAY FOCUSED - Best Motivational Video,Ben Lionel Scott,https://www.youtube.com/watch?v=sR6tfTvkQBA,Left,False
43,YOU MUST NOT QUIT - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=vuUf9_w-KTM,Left,False
44,THE PROCESS - Motivational Speech,Ben Lionel Scott,https://www.youtube.com/watch?v=bS6MYYsum_w,Left,False
45,WITHOUT PAIN THERE WOULD BE NO GROWTH | Motivational Speech #denzelwashington #inspiration #success,Lone Wolf Motivation,https://www.youtube.com/watch?v=clZJtz99leg,Left,False
