,Title,Channel,url,video_list,Training
0,Viele der Straftäter sind Ausländer - das ist nicht rassistisch,SVP Schweiz,https://www.youtube.com/watch?v=BvxnaO-8GpE,SVP1,True
1,"Asyl. Nur so viele aufnehmen, wie an vorübergehend Aufgenommenen das Land verlassen",SVP Schweiz,https://www.youtube.com/watch?v=b3GGgFXt16Q,SVP1,True
2,Magdalena Martullo-Blocher über: «Der Bundesrat will die Schweiz immer noch zur EU-Kolonie machen»,SVP Schweiz,https://www.youtube.com/watch?v=eFrHDAMPk7I,SVP1,True
3,Dr. Beat Kappeler über: Rahmenvertrag: «dynamische» Hörigkeit oder selbstbestimmte Souveränität»,SVP Schweiz,https://www.youtube.com/watch?v=mZSsvuZAGho,SVP1,True
4,Die Schweiz der EU zum Frass vorwerfen? Nein zum Unterwerfungsvertrag!,SVP Schweiz,https://www.youtube.com/watch?v=MjKT3i1OP7U,SVP1,True
5,💥EU WILL LINDT OSTERHASEN GLÖCKCHEN VERBIETEN💥,Blitzmeldung,https://www.youtube.com/watch?v=0InhSnh95nY,SVP1,True
6,Jung und neu im Grossen Rat von Basel: David Trachsel (SVP),Verein Bajour,https://www.youtube.com/watch?v=2g9zx83f2ew,SVP1,True
7,Deutsche Gastarbeiter in der Schweiz | ZDF.reportage,ZDFheute Nachrichten,https://www.youtube.com/watch?v=wlsZmSDJdr8,SVP1,False
8,Putins Krieger: Ein russischer Front-Offizier packt aus,ZDFheute Nachrichten,https://www.youtube.com/watch?v=mnFkQrktg8M,SVP1,False
9,FREGATTE HESSEN - Hochmodern und hochgefährlich | HD Doku,WELT,https://www.youtube.com/watch?v=kuILkqTAJB8,SVP1,False
10,CARRIER STRIKE GROUP 8: 7000 Soldaten auf hoher See,WELT,https://www.youtube.com/watch?v=TJDHRotl81U,SVP1,False
11,STEALTH Technologie - Unsichtbar und tödlich | HD Doku,WELT,https://www.youtube.com/watch?v=otR0yXS5sAw,SVP1,False
12,"DEUTSCHE LUFTWAFFE - Technik, Einsatz & Geschichte | HD Doku",WELT,https://www.youtube.com/watch?v=kyOCorKnZEk,SVP1,False
13,Deutsche Luftwaffe probt Ernstfall: In 24h von Bayern nach Singapur | Die Story | Kontrovers | BR24,BR24,https://www.youtube.com/watch?v=fwN2IaZjdo4,SVP1,False
14,NATO-Luftpolizei – Kampfjets fangen russische Geisterflieger ab | Weltspiegel,Weltspiegel,https://www.youtube.com/watch?v=kSiIvcU4-ew,SVP1,False
15,USA: Aufrüsten an der Grenze zu Russland,Weltspiegel,https://www.youtube.com/watch?v=WQTuoMEhVYc,SVP1,False
16,WATCH LIVE: Russia’s Victory Day parade,South China Morning Post,https://www.youtube.com/watch?v=czKIvFGMJPU,SVP1,False
17,WATCH LIVE: Russia's Victory Day parade 2024,South China Morning Post,https://www.youtube.com/watch?v=a28IQLva9yQ,SVP1,False
18,"Russia marks Victory Day with military parade in Moscow, 9000 troops take part in Red Square | WION",WION,https://www.youtube.com/watch?v=oD7sZ-D3Hco,SVP1,False
19,"Russia marks Victory Day with Moscow Parade, fighter jets skies in Russia tricolour | WION",WION,https://www.youtube.com/watch?v=sgJsTdkLhM0,SVP1,False
20,"Putin at Military Parade, Says Forces on 'Combat Alert'",Bloomberg Television,https://www.youtube.com/watch?v=MM6PaGDaK_E,SVP1,False
21,Путин снова критикует Запад на параде Победы | полная речь Путина на Красной площади,AKIpress news,https://www.youtube.com/watch?v=DyckS6sInbc,SVP1,False
22,Путин пригласил президентов на парад Победы в Москве 2024 | Полная запись FULL,AKIpress news,https://www.youtube.com/watch?v=m4j1oHjJN3Q,SVP1,False
23,ИНАУГУРАЦИЯ ПУТИНА 2024 | полное видео | FULL,AKIpress news,https://www.youtube.com/watch?v=h-3CTGy7XnI,SVP1,False
24,LIVE — Парад Победы в Москве 9 Мая 2024,AKIpress news,https://www.youtube.com/watch?v=gXd223fXyvE,SVP1,False
25,Первый Парад Победы 24 июня 1945 года на Красной Площади,Советское телевидение. ГОСТЕЛЕРАДИОФОНД,https://www.youtube.com/watch?v=6sqiS4nPfIo,SVP1,False
26,"Парад Победы на Красной площади в Москве (Первый канал, 09.05.2024)",TELEВИЗОР,https://www.youtube.com/watch?v=RH03TL1Szb8,SVP1,False
27,Речь Владимира Путина на Параде Победы в Москве 9 мая 2024,Комсомольская Правда,https://www.youtube.com/watch?v=sP8jccG-4RA,SVP1,False
